gstID,startTime_GST,allKpIndex,link,linkedEvents,submissionTime,versionId,CME_ActivityID
2013-06-01T01:00:00-GST-001,2013-06-01 01:00:00+00:00,"[{'observedTime': '2013-06-01T01:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/326/-1,[{'activityID': '2013-05-31T15:45:00-HSS-001'}],2013-07-15T19:26Z,1,2013-05-31T15:45:00-HSS-001
2013-06-07T03:00:00-GST-001,2013-06-07 03:00:00+00:00,"[{'observedTime': '2013-06-07T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/330/-1,[{'activityID': '2013-06-02T20:24:00-CME-001'}],2013-07-15T19:41Z,1,2013-06-02T20:24:00-CME-001
2013-06-29T03:00:00-GST-001,2013-06-29 03:00:00+00:00,"[{'observedTime': '2013-06-29T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2013-06-29T06:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/561/-1,,2013-09-25T04:48Z,2,
2013-10-02T03:00:00-GST-001,2013-10-02 03:00:00+00:00,"[{'observedTime': '2013-10-02T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/3317/-1,"[{'activityID': '2013-09-29T22:40:00-CME-001'}, {'activityID': '2013-10-02T01:54:00-IPS-001'}, {'activityID': '2013-10-02T02:47:00-MPC-001'}]",2013-10-02T13:23Z,1,2013-09-29T22:40:00-CME-001
2013-12-08T00:00:00-GST-001,2013-12-08 00:00:00+00:00,"[{'observedTime': '2013-12-08T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/3738/-1,"[{'activityID': '2013-12-04T23:12:00-CME-001'}, {'activityID': '2013-12-07T21:30:00-HSS-001'}]",2013-12-08T03:42Z,1,2013-12-04T23:12:00-CME-001
2014-02-19T03:00:00-GST-001,2014-02-19 03:00:00+00:00,"[{'observedTime': '2014-02-19T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/4632/-1,"[{'activityID': '2014-02-16T14:15:00-CME-001'}, {'activityID': '2014-02-19T03:10:00-IPS-001'}]",2014-03-18T23:25Z,1,2014-02-16T14:15:00-CME-001
2014-02-20T03:00:00-GST-001,2014-02-20 03:00:00+00:00,"[{'observedTime': '2014-02-20T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/4633/-1,"[{'activityID': '2014-02-18T01:25:00-CME-001'}, {'activityID': '2014-02-20T02:50:00-IPS-001'}, {'activityID': '2014-02-20T05:14:00-MPC-001'}]",2014-03-19T20:13Z,2,2014-02-18T01:25:00-CME-001
2014-02-27T18:00:00-GST-001,2014-02-27 18:00:00+00:00,"[{'observedTime': '2014-02-27T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/4640/-1,"[{'activityID': '2014-02-25T01:25:00-CME-001'}, {'activityID': '2014-02-27T16:10:00-IPS-001'}]",2014-03-19T22:41Z,1,2014-02-25T01:25:00-CME-001
2014-06-08T03:00:00-GST-001,2014-06-08 03:00:00+00:00,"[{'observedTime': '2014-06-08T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2014-06-08T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/5691/-1,"[{'activityID': '2014-06-04T13:25:00-CME-001'}, {'activityID': '2014-06-07T16:09:00-IPS-001'}, {'activityID': '2014-06-08T05:08:00-MPC-001'}]",2014-06-08T05:28Z,1,2014-06-04T13:25:00-CME-001
2014-08-19T21:00:00-GST-001,2014-08-19 21:00:00+00:00,"[{'observedTime': '2014-08-20T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/6430/-1,"[{'activityID': '2014-08-15T21:12:00-CME-001'}, {'activityID': '2014-08-19T05:57:00-IPS-001'}]",2014-08-20T00:37Z,1,2014-08-15T21:12:00-CME-001
2014-09-12T15:00:00-GST-001,2014-09-12 15:00:00+00:00,"[{'observedTime': '2014-09-12T18:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2014-09-13T00:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/6639/-1,"[{'activityID': '2014-09-10T18:18:00-CME-001'}, {'activityID': '2014-09-12T15:26:00-IPS-001'}]",2014-09-12T18:11Z,1,2014-09-10T18:18:00-CME-001
2015-01-07T06:00:00-GST-001,2015-01-07 06:00:00+00:00,"[{'observedTime': '2015-01-07T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-01-07T12:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/7537/-1,"[{'activityID': '2015-01-07T05:24:00-IPS-001'}, {'activityID': '2015-01-07T08:40:00-MPC-001'}]",2015-01-07T13:42Z,2,2015-01-07T05:24:00-IPS-001
2015-03-17T06:00:00-GST-001,2015-03-17 06:00:00+00:00,"[{'observedTime': '2015-03-17T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-03-17T12:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-03-17T15:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2015-03-17T18:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2015-03-17T21:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2015-03-18T00:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2015-03-18T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-03-18T18:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8031/-1,"[{'activityID': '2015-03-15T02:00:00-CME-001'}, {'activityID': '2015-03-17T04:05:00-IPS-001'}, {'activityID': '2015-03-16T00:00:00-HSS-001'}]",2015-03-18T18:43Z,2,2015-03-15T02:00:00-CME-001
2015-03-22T06:00:00-GST-001,2015-03-22 06:00:00+00:00,"[{'observedTime': '2015-03-22T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8077/-1,[{'activityID': '2015-03-21T20:25:00-IPS-001'}],2015-03-22T09:34Z,1,2015-03-21T20:25:00-IPS-001
2015-04-10T03:00:00-GST-001,2015-04-10 03:00:00+00:00,"[{'observedTime': '2015-04-10T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-04-10T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-04-10T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8201/-1,,2015-04-10T06:11Z,1,
2015-04-16T21:00:00-GST-001,2015-04-16 21:00:00+00:00,"[{'observedTime': '2015-04-17T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8246/-1,,2015-04-17T00:14Z,1,
2015-05-13T03:00:00-GST-001,2015-05-13 03:00:00+00:00,"[{'observedTime': '2015-05-13T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-05-13T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8487/-1,[{'activityID': '2015-05-12T17:20:00-HSS-001'}],2015-05-13T06:28Z,1,2015-05-12T17:20:00-HSS-001
2015-05-13T04:30:00-GST-001,2015-05-13 04:30:00+00:00,"[{'observedTime': '2015-05-13T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8489/-1,,2015-05-13T12:08Z,1,
2015-05-19T00:00:00-GST-001,2015-05-19 00:00:00+00:00,"[{'observedTime': '2015-05-19T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-05-19T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8521/-1,,2015-05-19T03:50Z,1,
2015-06-08T06:00:00-GST-001,2015-06-08 06:00:00+00:00,"[{'observedTime': '2015-06-08T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8621/-1,[{'activityID': '2015-06-08T00:16:00-HSS-001'}],2015-06-08T09:10Z,1,2015-06-08T00:16:00-HSS-001
2015-06-22T18:00:00-GST-001,2015-06-22 18:00:00+00:00,"[{'observedTime': '2015-06-22T21:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2015-06-22T21:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2015-06-23T03:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2015-06-23T06:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2015-06-23T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-06-23T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8763/-1,"[{'activityID': '2015-06-21T02:48:00-CME-001'}, {'activityID': '2015-06-22T17:59:00-IPS-001'}]",2015-06-22T21:22Z,1,2015-06-21T02:48:00-CME-001
2015-06-25T06:00:00-GST-001,2015-06-25 06:00:00+00:00,"[{'observedTime': '2015-06-25T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8802/-1,"[{'activityID': '2015-06-22T18:36:00-CME-001'}, {'activityID': '2015-06-24T12:57:00-IPS-001'}]",2015-06-25T09:24Z,1,2015-06-22T18:36:00-CME-001
2015-07-04T13:00:00-GST-001,2015-07-04 13:00:00+00:00,"[{'observedTime': '2015-07-05T00:00Z', 'kpIndex': 5.0, 'source': 'NOAA'}, {'observedTime': '2015-07-05T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-07-05T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/8862/-1,"[{'activityID': '2015-07-04T11:58:00-IPS-001'}, {'activityID': '2015-07-04T11:59:00-HSS-001'}, {'activityID': '2015-07-04T20:20:00-MPC-001'}]",2015-07-05T01:39Z,1,2015-07-04T11:58:00-IPS-001
2015-08-15T09:00:00-GST-001,2015-08-15 09:00:00+00:00,"[{'observedTime': '2015-08-15T12:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2015-08-15T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-08-16T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9113/-1,"[{'activityID': '2015-08-12T15:12:00-CME-001'}, {'activityID': '2015-08-13T00:30:00-CME-001'}, {'activityID': '2015-08-15T07:43:00-IPS-001'}, {'activityID': '2015-08-15T11:03:00-MPC-001'}]",2015-08-15T12:33Z,1,2015-08-12T15:12:00-CME-001
2015-08-23T06:00:00-GST-001,2015-08-23 06:00:00+00:00,"[{'observedTime': '2015-08-23T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9162/-1,[{'activityID': '2015-08-23T07:15:00-HSS-001'}],2015-08-23T09:10Z,1,2015-08-23T07:15:00-HSS-001
2015-08-27T03:00:00-GST-001,2015-08-27 03:00:00+00:00,"[{'observedTime': '2015-08-27T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-08-27T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9200/-1,,2015-08-27T06:43Z,1,
2015-08-27T21:00:00-GST-001,2015-08-27 21:00:00+00:00,"[{'observedTime': '2015-08-28T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-08-28T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9210/-1,,2015-08-28T00:29Z,1,
2015-08-28T18:00:00-GST-001,2015-08-28 18:00:00+00:00,"[{'observedTime': '2015-08-28T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9230/-1,[{'activityID': '2015-08-28T16:00:00-HSS-001'}],2015-08-31T13:46Z,1,2015-08-28T16:00:00-HSS-001
2015-09-07T15:00:00-GST-001,2015-09-07 15:00:00+00:00,"[{'observedTime': '2015-09-07T18:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-07T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-08T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-08T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-08T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9274/-1,"[{'activityID': '2015-09-07T12:22:00-HSS-001'}, {'activityID': '2015-09-07T13:20:00-IPS-001'}]",2015-09-09T16:52Z,2,2015-09-07T12:22:00-HSS-001
2015-09-09T03:00:00-GST-001,2015-09-09 03:00:00+00:00,"[{'observedTime': '2015-09-09T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-09T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-09T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-09T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-10T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9294/-1,"[{'activityID': '2015-09-04T14:12:00-CME-001'}, {'activityID': '2015-09-04T19:24:00-CME-001'}]",2015-09-09T15:16Z,2,2015-09-04T14:12:00-CME-001
2015-09-11T06:00:00-GST-001,2015-09-11 06:00:00+00:00,"[{'observedTime': '2015-09-11T09:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2015-09-11T12:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-09-11T18:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9302/-1,"[{'activityID': '2015-09-06T23:30:00-CME-001'}, {'activityID': '2015-09-07T10:36:00-CME-001'}, {'activityID': '2015-09-11T06:43:00-HSS-001'}]",2015-09-11T09:32Z,1,2015-09-06T23:30:00-CME-001
2015-09-20T06:00:00-GST-001,2015-09-20 06:00:00+00:00,"[{'observedTime': '2015-09-20T09:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9349/-1,"[{'activityID': '2015-09-18T05:00:00-CME-001'}, {'activityID': '2015-09-20T05:33:00-IPS-001'}]",2015-09-20T09:16Z,1,2015-09-18T05:00:00-CME-001
2015-09-20T09:00:00-GST-001,2015-09-20 09:00:00+00:00,"[{'observedTime': '2015-09-20T12:00Z', 'kpIndex': 5.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9352/-1,"[{'activityID': '2015-09-18T05:00:00-CME-001'}, {'activityID': '2015-09-20T05:33:00-IPS-001'}]",2015-09-20T13:39Z,1,2015-09-18T05:00:00-CME-001
2015-10-07T18:00:00-GST-001,2015-10-07 18:00:00+00:00,"[{'observedTime': '2015-10-07T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-10-07T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-10-07T18:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-10-07T21:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2015-10-07T21:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2015-10-08T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-10-08T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-10-08T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9466/-1,[{'activityID': '2015-10-07T13:00:00-HSS-001'}],2015-10-07T20:04Z,3,2015-10-07T13:00:00-HSS-001
2015-11-07T03:00:00-GST-001,2015-11-07 03:00:00+00:00,"[{'observedTime': '2015-11-07T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-11-07T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9662/-1,"[{'activityID': '2015-11-04T14:24:00-CME-001'}, {'activityID': '2015-11-06T17:34:00-IPS-001'}]",2015-11-07T06:43Z,1,2015-11-04T14:24:00-CME-001
2015-11-10T12:00:00-GST-001,2015-11-10 12:00:00+00:00,"[{'observedTime': '2015-11-10T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9682/-1,[{'activityID': '2015-11-09T19:00:00-HSS-001'}],2015-11-10T15:36Z,1,2015-11-09T19:00:00-HSS-001
2015-12-20T03:00:00-GST-001,2015-12-20 03:00:00+00:00,"[{'observedTime': '2015-12-20T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-12-20T18:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-12-20T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-12-21T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-12-21T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-12-21T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9878/-1,"[{'activityID': '2015-12-16T09:36:00-CME-001'}, {'activityID': '2015-12-16T14:48:00-CME-001'}, {'activityID': '2015-12-19T15:27:00-IPS-001'}, {'activityID': '2015-12-20T00:04:00-MPC-001'}]",2015-12-20T06:47Z,1,2015-12-16T09:36:00-CME-001
2015-12-31T13:30:00-GST-001,2015-12-31 13:30:00+00:00,"[{'observedTime': '2015-12-31T12:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2015-12-31T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2016-01-01T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2016-01-01T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/9956/-1,"[{'activityID': '2015-12-28T12:39:00-CME-001'}, {'activityID': '2015-12-31T23:52:00-MPC-001'}]",2015-12-31T15:32Z,1,2015-12-28T12:39:00-CME-001
2016-01-21T03:00:00-GST-001,2016-01-21 03:00:00+00:00,"[{'observedTime': '2016-01-21T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/10074/-1,"[{'activityID': '2016-01-15T00:00:00-CME-001'}, {'activityID': '2016-01-21T10:00:00-HSS-001'}]",2016-01-21T06:28Z,1,2016-01-15T00:00:00-CME-001
